tool,feature,corr,pval,n,analysis,pval_adj,reject,practically_significant
boostnsift,technical_depth,-0.3204718877005768,3.304444595344401e-20,785,rank_quality_among_found,5.088844676830377e-18,True,True
boostnsift,hidden_s2r_present,0.12390142028949137,0.0005026602416171413,785,rank_quality_among_found,0.05981656875243981,False,False
boostnsift,causal_reasoning_quality,-0.4630385697124274,5.723421888526773e-43,785,rank_quality_among_found,1.0531096274889263e-40,True,True
boostnsift,contradiction_present,-0.0035939534397824596,0.9199198210339687,785,rank_quality_among_found,1.0,False,False
boostnsift,repair_difficulty,0.49233379555826423,3.659009540879804e-49,785,rank_quality_among_found,7.061888413898021e-47,True,True
boostnsift,description_length,-0.3283667948790799,3.430360150465812e-21,785,rank_quality_among_found,5.385665436231325e-19,True,True
boostnsift,confidence,-0.4630722927599727,5.634624540395415e-43,785,rank_quality_among_found,1.042405539973152e-40,True,True
boostnsift,fine_grained_confidence,-0.45730859500751786,1.0654176137706728e-40,763,rank_quality_among_found,1.885789176374091e-38,True,True
boostnsift,has_OB,-0.04549271092788389,0.202934261890816,785,rank_quality_among_found,1.0,False,False
boostnsift,has_EB,-0.04005101735383688,0.26237086848288776,785,rank_quality_among_found,1.0,False,False
boostnsift,missing_OB,0.04549271092788389,0.202934261890816,785,rank_quality_among_found,1.0,False,False
boostnsift,missing_EB,0.04005101735383688,0.26237086848288776,785,rank_quality_among_found,1.0,False,False
boostnsift,num_OB,0.06256961165102168,0.07977562784565131,785,rank_quality_among_found,1.0,False,False
boostnsift,num_EB,-0.03868281646412481,0.2790359683744823,785,rank_quality_among_found,1.0,False,False
buglocator,summary_chars,-0.480993375808372,4.517642184046855e-48,809,rank_quality_among_found,8.673872993369962e-46,True,True
buglocator,description_chars,-0.054377227860275185,0.12224966746074177,809,rank_quality_among_found,1.0,False,False
buglocator,n_tokens,-0.1111791337577293,0.0015391757127782926,809,rank_quality_among_found,0.18008355839506024,False,False
buglocator,n_words,-0.1629383279175955,3.1861144491180002e-06,809,rank_quality_among_found,0.00043649767952916606,True,False
buglocator,n_sentences,-0.057294621294969164,0.10343062374008985,809,rank_quality_among_found,1.0,False,False
buglocator,flesch_reading_ease,-0.3492437662744195,5.795049438159823e-24,786,rank_quality_among_found,9.272079101055717e-22,True,True
buglocator,smog_index,0.036784609759276,0.3030150341443105,786,rank_quality_among_found,1.0,False,False
buglocator,gunning_fog,-0.04127832274102591,0.2477150149687934,786,rank_quality_among_found,1.0,False,False
buglocator,coleman_liau_index,0.373988727546392,1.6906655102223142e-27,786,rank_quality_among_found,2.755784781662372e-25,True,True
buglocator,automated_readability_index,0.40148096404152744,8.411940429027062e-32,786,rank_quality_among_found,1.4047940516475192e-29,True,True
buglocator,has_stacktrace,-0.04261533017702002,0.22597952563359072,809,rank_quality_among_found,1.0,False,False
buglocator,has_code,-0.14268247202394646,4.643381100874306e-05,809,rank_quality_among_found,0.005850660187101626,True,False
buglocator,has_patch,-0.009752044035376255,0.7818151503060579,809,rank_quality_among_found,1.0,False,False
buglocator,has_enumeration,-0.08109920765309854,0.021058557437324956,809,rank_quality_among_found,1.0,False,False
buglocator,num_causal_markers,-0.1555443129473666,8.814921273834898e-06,809,rank_quality_among_found,0.0011723845294200415,True,False
buglocator,num_temporal_markers,-0.08913540470153211,0.011199813987942783,809,rank_quality_among_found,1.0,False,False
buglocator,causal_density,-0.1669433586928457,1.801002843534467e-06,809,rank_quality_among_found,0.00025033939525129093,True,False
buglocator,temporal_density,-0.0947534837476552,0.006997375124520072,809,rank_quality_among_found,0.7417217631991276,False,False
buglocator,num_os_mentions,-0.03782214454703838,0.282601545515252,809,rank_quality_among_found,1.0,False,False
buglocator,num_browser_mentions,0.15624084945180958,8.024808257623551e-06,809,rank_quality_among_found,0.0010753243065215559,True,False
buglocator,num_env_mentions,0.04407084049964687,0.21050652292713906,809,rank_quality_among_found,1.0,False,False
buglocator,num_versions,-0.286732675993458,8.931984533611954e-17,809,rank_quality_among_found,1.366593633642629e-14,True,True
buglocator,has_os_info,-0.03771869259514788,0.2839211003656446,809,rank_quality_among_found,1.0,False,False
buglocator,has_version_info,-0.32368468495801994,3.4597858142621306e-21,809,rank_quality_among_found,5.397265870248924e-19,True,True
buglocator,num_exception_types,-0.11099592759304741,0.0015672051156596866,809,rank_quality_among_found,0.18179579341652363,False,False
buglocator,stacktrace_depth,-0.09815454832411383,0.005202256270007422,809,rank_quality_among_found,0.5618436771608016,False,False
buglocator,num_caused_by,0.0022168872529528642,0.949800474986773,809,rank_quality_among_found,1.0,False,False
buglocator,num_modal_verbs,-0.028068151111074014,0.4252983066578371,809,rank_quality_among_found,1.0,False,False
buglocator,num_negative_modals,-0.01068863144409348,0.7614672881285288,809,rank_quality_among_found,1.0,False,False
buglocator,modal_density,-0.04438982581839752,0.20722022568985377,809,rank_quality_among_found,1.0,False,False
buglocator,redundancy,-0.01360221454857669,0.6992697368075287,809,rank_quality_among_found,1.0,False,False
buglocator,ambiguity,-0.00413029815801119,0.9066250064099892,809,rank_quality_among_found,1.0,False,False
buglocator,actionability,-0.4683434610248424,2.415713218553185e-45,809,rank_quality_among_found,4.589855115251052e-43,True,True
buglocator,clarity,-0.4617593591688218,5.733575149466709e-44,809,rank_quality_among_found,1.0664449778008078e-41,True,True
buglocator,specificity,-0.4249395613211666,8.296551930333981e-37,809,rank_quality_among_found,1.4518965878084467e-34,True,True
buglocator,expected_observed_alignment,-0.4560838616536377,8.320530795038902e-43,809,rank_quality_among_found,1.5143366046970802e-40,True,True
buglocator,technical_depth,-0.40271417780788865,6.795607551231907e-33,809,rank_quality_among_found,1.1552532837094243e-30,True,True
buglocator,hidden_s2r_present,0.20115674937735695,7.8458409826202e-09,809,rank_quality_among_found,1.17687614739303e-06,True,True
buglocator,causal_reasoning_quality,-0.49946166706138334,2.8917110719585283e-52,809,rank_quality_among_found,5.667753701038716e-50,True,True
buglocator,repair_difficulty,0.5091808606628205,1.4089880297625582e-54,809,rank_quality_among_found,2.7757064186322397e-52,True,True
buglocator,description_length,-0.3969535299570612,6.298905110563404e-32,809,rank_quality_among_found,1.0582160585746517e-29,True,True
buglocator,confidence,-0.4888519660021414,7.974022244256009e-50,809,rank_quality_among_found,1.5469603153856657e-47,True,True
buglocator,fine_grained_confidence,-0.4991479491774151,8.117383888903418e-51,787,rank_quality_among_found,1.5828898583361664e-48,True,True
buglocator,has_OB,-0.1037046055342397,0.003146334610530951,809,rank_quality_among_found,0.3555358109899975,False,False
buglocator,has_EB,-0.05608057049529949,0.11096210872980528,809,rank_quality_among_found,1.0,False,False
buglocator,missing_OB,0.1037046055342397,0.003146334610530951,809,rank_quality_among_found,0.3555358109899975,False,False
buglocator,missing_EB,0.05608057049529949,0.11096210872980528,809,rank_quality_among_found,1.0,False,False
buglocator,num_OB,-0.009794062364823771,0.7808989629041088,809,rank_quality_among_found,1.0,False,False
buglocator,num_EB,-0.05013963245260904,0.1542124288543966,809,rank_quality_among_found,1.0,False,False
locus,summary_chars,-0.4844946847899121,1.0565916084213018e-44,738,rank_quality_among_found,1.9863922238320473e-42,True,True
locus,description_chars,-0.04395084578947647,0.23305431850661446,738,rank_quality_among_found,1.0,False,False
locus,n_tokens,-0.09701457280663943,0.008357659064219352,738,rank_quality_among_found,0.869187442967799,False,False
locus,n_words,-0.14640022144899006,6.554131386417264e-05,738,rank_quality_among_found,0.008127122919157407,True,False
locus,n_sentences,-0.030631041998611983,0.4060232898809688,738,rank_quality_among_found,1.0,False,False
locus,flesch_reading_ease,-0.34644216209927226,8.6898295769369e-22,722,rank_quality_among_found,1.3816829027329672e-19,True,True
locus,smog_index,0.04198243167856604,0.2599063490586517,722,rank_quality_among_found,1.0,False,False
locus,gunning_fog,-0.06855833822850976,0.06560085605099182,722,rank_quality_among_found,1.0,False,False
locus,coleman_liau_index,0.3747898935774135,1.698887041320254e-25,722,rank_quality_among_found,2.735208136525609e-23,True,True
locus,automated_readability_index,0.39118097428728704,8.153453290714349e-28,722,rank_quality_among_found,1.3371663396771532e-25,True,True
locus,has_stacktrace,0.029649404460116956,0.4212400059821704,738,rank_quality_among_found,1.0,False,False
locus,has_code,-0.15414352489712538,2.6045007845977366e-05,738,rank_quality_among_found,0.0033598060121310803,True,False
locus,has_patch,-0.02717371299232183,0.46106755883051576,738,rank_quality_among_found,1.0,False,False
locus,has_enumeration,-0.10328528590850321,0.004975391496725187,738,rank_quality_among_found,0.5423176731430454,False,False
locus,num_causal_markers,-0.13327956541686573,0.00028258141643991484,738,rank_quality_among_found,0.034474932805669614,True,False
locus,num_temporal_markers,-0.04806877628557025,0.1921025513457542,738,rank_quality_among_found,1.0,False,False
locus,causal_density,-0.15330837988025803,2.883353072870892e-05,738,rank_quality_among_found,0.0036906919332747416,True,False
locus,temporal_density,-0.05550279946300075,0.131963714365646,738,rank_quality_among_found,1.0,False,False
locus,num_os_mentions,-0.06260825251379899,0.08920429015741843,738,rank_quality_among_found,1.0,False,False
locus,num_browser_mentions,0.10090004688049983,0.006080207964050454,738,rank_quality_among_found,0.6505822521533986,False,False
locus,num_env_mentions,0.07010414715620417,0.056965638422798504,738,rank_quality_among_found,1.0,False,False
locus,num_versions,-0.2782404904557023,1.3773803371075144e-14,738,rank_quality_among_found,2.093618112403422e-12,True,True
locus,has_os_info,-0.0628105344679606,0.08817349269704713,738,rank_quality_among_found,1.0,False,False
locus,has_version_info,-0.3388920049920489,2.7319804598907843e-21,738,rank_quality_among_found,4.316529126627439e-19,True,True
locus,num_exception_types,-0.05909493408695274,0.10870018453888658,738,rank_quality_among_found,1.0,False,False
locus,stacktrace_depth,-0.08530818264053014,0.02046055306945086,738,rank_quality_among_found,1.0,False,False
locus,num_caused_by,-0.009829157585054623,0.7897969925227049,738,rank_quality_among_found,1.0,False,False
locus,num_modal_verbs,-0.03975951730737649,0.2807175191855727,738,rank_quality_among_found,1.0,False,False
locus,num_negative_modals,-0.04184083294357323,0.25628105828380643,738,rank_quality_among_found,1.0,False,False
locus,modal_density,-0.057151547287081134,0.12084799215291006,738,rank_quality_among_found,1.0,False,False
locus,redundancy,0.017316619637803284,0.6385952471930894,738,rank_quality_among_found,1.0,False,False
locus,ambiguity,0.03774168687840187,0.30587146428437784,738,rank_quality_among_found,1.0,False,False
locus,actionability,-0.474077028393248,1.2742989467627595e-42,738,rank_quality_among_found,2.3064810936405947e-40,True,True
locus,clarity,-0.4649122577469251,7.550026212326856e-41,738,rank_quality_among_found,1.3439046657941803e-38,True,True
locus,specificity,-0.44290236358528673,8.34808017252306e-37,738,rank_quality_among_found,1.4525659500190125e-34,True,True
locus,expected_observed_alignment,-0.4511851237094288,2.7192246522892594e-38,738,rank_quality_among_found,4.785835388029097e-36,True,True
locus,technical_depth,-0.4115318292948226,1.5679588058627622e-31,738,rank_quality_among_found,2.602811617732185e-29,True,True
locus,hidden_s2r_present,0.17901037289148686,9.862245596855252e-07,738,rank_quality_among_found,0.00013905766291565905,True,False
locus,causal_reasoning_quality,-0.4873727965192788,2.7297900575471965e-45,738,rank_quality_among_found,5.1593032087642015e-43,True,True
locus,repair_difficulty,0.5392208213181808,6.71850538379713e-57,738,rank_quality_among_found,1.3302640659918317e-54,True,True
locus,description_length,-0.40840325403254324,4.913622782161666e-31,738,rank_quality_among_found,8.107477590566749e-29,True,True
locus,confidence,-0.4834155028536676,1.7492959890972547e-44,738,rank_quality_among_found,3.271183499611866e-42,True,True
locus,fine_grained_confidence,-0.5034297187991447,1.8353580836329048e-47,719,rank_quality_among_found,3.5055339397388483e-45,True,True
locus,has_OB,-0.13240133382624417,0.0003102021256948792,738,rank_quality_among_found,0.03753445720908038,True,False
locus,has_EB,-0.03435632318814725,0.3513250033970582,738,rank_quality_among_found,1.0,False,False
locus,missing_OB,0.13240133382624417,0.0003102021256948792,738,rank_quality_among_found,0.03753445720908038,True,False
locus,missing_EB,0.03435632318814725,0.3513250033970582,738,rank_quality_among_found,1.0,False,False
locus,num_OB,0.012125844559858056,0.742256758728563,738,rank_quality_among_found,1.0,False,False
locus,num_EB,-0.04707330839669852,0.201481784664614,738,rank_quality_among_found,1.0,False,False
