project,bug_id,tool,succeeded,duration_seconds,energy_consumed_kwh,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,emissions_kg_co2,gpu_energy_nvml_kwh
Chart,Chart-5,blia,True,114.67621374130249,0.0020737040950752784,0.0008962468559203452,0.0,0.0011774572391549333,0.0009634138907146433,0.0
Chart,Chart-5,bluir,True,35.82856011390686,0.0005990645756931817,0.00025482098648399595,0.0,0.0003442435892091857,0.00027831701496299247,0.0
Chart,Chart-5,boostnsift,True,31.943562030792236,0.0005281482310744718,0.00022451425820966685,0.0,0.000303633972864805,0.0002453702740819646,0.0
Chart,Chart-5,buglocator,True,160.9021120071411,0.0029112259658430504,0.0012474629171310933,0.0,0.0016637630487119572,0.0013525148265671593,0.0
Chart,Chart-5,locus,True,22.62034010887146,0.0003570419460570645,0.00015206732897857814,0.0,0.0002049746170784864,0.00016587668955086738,0.0
Chart,Chart-9,blia,True,37.87790322303772,0.0006371831283676129,0.0002711060123372411,0.0,0.0003660771160303718,0.0002960263608757958,0.0
Chart,Chart-9,bluir,True,34.92007374763489,0.000582780366573453,0.0002479158378272123,0.0,0.0003348645287462407,0.0002707515993848942,0.0
Chart,Chart-9,boostnsift,True,32.00500011444092,0.0005297858670003594,0.00022560014672489271,0.0,0.0003041857202754666,0.00024613109680622896,0.0
Chart,Chart-9,buglocator,True,156.4743776321411,0.002828753952346573,0.0012124535251520955,0.0,0.0016163004271944777,0.0013141994837048848,0.0
Chart,Chart-9,locus,True,19.89451289176941,0.00030748446346598305,0.0001311891058410863,0.0,0.00017629535762489672,0.00014285297694380722,0.0
Cli,Cli-1,blia,True,21.952098846435547,0.0003280437738085077,0.0001406750276031712,0.0,0.0001873687462053365,0.00015240454469859935,0.0
Cli,Cli-1,bluir,True,8.509536266326904,0.0001152046863288806,4.908071832928817e-05,0.0,6.612396799959242e-05,5.3522484402789324e-05,0.0
Cli,Cli-1,boostnsift,True,11.829910039901733,0.00015919556671057316,6.782417341577515e-05,0.0,9.1371393294798e-05,7.396003155579834e-05,0.0
Cli,Cli-1,buglocator,True,10.569120407104492,0.0001364055449025748,5.928162192787573e-05,0.0,7.712392297469907e-05,6.337210648410763e-05,0.0
Cli,Cli-1,locus,True,11.620343685150146,0.00017181942000494183,7.431806316315247e-05,0.0,9.750135684178935e-05,7.98248970624159e-05,0.0
Cli,Cli-10,blia,True,19.947580337524414,0.00028931936521729164,0.00012329280904208956,0.0,0.0001660265561752021,0.00013441372660884064,0.0
Cli,Cli-10,bluir,True,7.484750986099243,9.535296412593273e-05,4.066367804895157e-05,0.0,5.468928607698116e-05,4.429965219141058e-05,0.0
Cli,Cli-10,boostnsift,True,11.286197900772095,0.00014910620990926226,6.35868606829481e-05,0.0,8.551934922631416e-05,6.927265763690452e-05,0.0
Cli,Cli-10,buglocator,True,9.622377395629883,0.00011786971717304073,5.0778399376374976e-05,0.0,6.709131779666576e-05,5.47606204225543e-05,0.0
Cli,Cli-10,locus,True,15.346883773803711,0.00022426313654950783,9.682165364648592e-05,0.0,0.0001274414829030219,0.00010418951355698965,0.0
Cli,Cli-11,blia,True,17.953954219818115,0.0002713275277619674,0.00011645819982564594,0.0,0.00015486932793632146,0.0001260549708128214,0.0
Cli,Cli-11,bluir,True,7.342562198638916,8.403063608076395e-05,3.586550288473125e-05,0.0,4.8165133196032705e-05,3.90394570942178e-05,0.0
Cli,Cli-11,boostnsift,True,11.261589050292969,0.00014866121046162793,6.332857956717064e-05,0.0,8.53326308944573e-05,6.906591712352588e-05,0.0
Cli,Cli-11,buglocator,True,9.237547874450684,0.00011094734019501394,4.77963681416053e-05,0.0,6.315097205340863e-05,5.154458099184075e-05,0.0
Cli,Cli-11,locus,True,7.396618604660034,8.309403038815543e-05,3.900038837790541e-05,0.0,4.409364201025002e-05,3.8604323201911576e-05,0.0
Cli,Cli-12,blia,True,21.344890356063843,0.0003320684088146051,0.0001412762871747159,0.0,0.00019079212163988917,0.0001542743337775421,0.0
Cli,Cli-12,bluir,True,8.353862047195435,9.531171186725073e-05,4.057260804500619e-05,0.0,5.473910382224454e-05,4.4280486969558546e-05,0.0
